,date,open,high,low,close,volume,10,60,250
0,2020-03-18,45.45,46.25,43.46,43.66,2713120.0,,,
1,2020-03-19,43.55,45.01,42.96,44.58,2298485.0,,,
2,2020-03-20,45.18,45.95,43.91,44.73,1582456.0,,,
3,2020-03-23,42.46,43.8,40.56,40.88,1853083.0,,,
4,2020-03-24,42.76,42.76,40.0,42.09,1560387.0,,,
5,2020-03-25,43.76,43.96,42.65,43.62,1816895.0,,,
6,2020-03-26,42.99,43.67,42.24,42.26,1356710.0,,,
7,2020-03-27,43.18,43.28,41.36,41.36,1485748.0,,,
8,2020-03-30,40.56,41.16,39.24,39.85,1445707.0,,,
9,2020-03-31,39.98,40.84,39.55,40.06,1120003.0,42.309000000000005,,
10,2020-04-01,39.46,41.16,39.46,40.09,1323557.0,41.95200000000001,,
11,2020-04-02,40.09,41.66,39.75,41.62,1587308.0,41.65600000000001,,
12,2020-04-03,41.16,42.35,40.73,40.94,1311965.0,41.27700000000001,,
13,2020-04-07,42.46,45.5,42.07,45.27,3623861.0,41.71600000000001,,
14,2020-04-08,44.56,46.75,44.32,45.41,3247488.0,42.048,,
15,2020-04-09,45.95,46.72,44.97,45.15,1903393.0,42.201,,
16,2020-04-10,45.16,45.5,43.06,43.34,1965876.0,42.309000000000005,,
17,2020-04-13,43.18,44.66,41.98,44.21,1764475.0,42.594,,
18,2020-04-14,44.4,46.14,43.98,45.64,1892870.0,43.172999999999995,,
19,2020-04-15,45.45,46.44,44.64,44.96,1634333.0,43.663,,
20,2020-04-16,44.76,45.75,44.23,45.15,1193289.0,44.169,,
21,2020-04-17,45.15,46.3,44.83,45.19,1810785.0,44.525999999999996,,
22,2020-04-20,45.26,47.93,44.91,47.59,2699168.0,45.19099999999999,,
23,2020-04-21,47.55,48.25,46.58,46.99,2311624.0,45.36299999999999,,
24,2020-04-22,46.43,47.75,46.0,47.54,1765532.0,45.576,,
25,2020-04-23,48.07,49.73,47.74,48.48,3073517.0,45.909000000000006,,
26,2020-04-24,47.76,48.44,46.7,46.91,1909482.0,46.266,,
27,2020-04-27,46.25,47.45,45.64,46.31,1231570.0,46.476,,
28,2020-04-28,45.45,45.7,38.46,43.76,3822474.0,46.288,,
29,2020-04-29,42.89,44.16,41.79,42.09,2024538.0,46.001000000000005,,
30,2020-04-30,42.1,44.56,42.1,44.07,1841898.0,45.89300000000001,,
31,2020-05-06,43.96,48.51,43.77,48.49,3623733.0,46.223000000000006,,
32,2020-05-07,48.79,49.51,47.55,47.96,3020518.0,46.260000000000005,,
33,2020-05-08,48.08,50.94,48.08,49.93,4213744.0,46.553999999999995,,
34,2020-05-11,49.83,50.44,48.25,49.13,2518681.0,46.712999999999994,,
35,2020-05-12,49.25,49.29,47.53,48.49,1886020.0,46.713999999999984,,
36,2020-05-13,47.99,48.75,47.66,48.02,1745506.0,46.82499999999999,,
37,2020-05-14,47.57,51.45,47.55,50.5,4224992.0,47.243999999999986,,
38,2020-05-15,50.95,51.72,49.24,50.27,2884520.0,47.894999999999996,,
39,2020-05-18,50.54,53.02,48.95,50.95,4415410.0,48.78099999999999,,
40,2020-05-19,51.26,52.24,50.2,51.97,3037365.0,49.571,,
41,2020-05-20,51.53,53.95,50.17,50.86,3299849.0,49.80799999999999,,
42,2020-05-21,50.45,51.48,48.55,49.36,2689699.0,49.94799999999999,,
43,2020-05-22,50.25,53.5,49.37,49.95,5262117.0,49.949999999999996,,
44,2020-05-25,48.65,48.65,45.52,46.11,3933302.0,49.64799999999999,,
45,2020-05-26,45.97,47.92,45.95,47.79,2280127.0,49.57799999999999,,
46,2020-05-27,47.66,51.52,47.46,49.11,4992963.0,49.68699999999999,,
47,2020-05-28,48.5,49.5,45.95,47.46,3636737.0,49.382999999999996,,
48,2020-05-29,46.84,50.59,46.45,49.95,3781773.0,49.351,,
49,2020-06-01,50.5,52.45,49.66,51.4,3930036.0,49.396,,
50,2020-06-02,51.11,55.42,50.8,53.02,6074141.0,49.501,,
51,2020-06-03,52.36,54.27,51.78,52.77,4266840.0,49.69199999999999,,
52,2020-06-04,52.0,53.91,51.57,53.25,3311414.0,50.080999999999996,,
53,2020-06-05,53.71,54.82,52.61,53.75,3728011.0,50.461,,
54,2020-06-08,54.65,55.74,51.85,52.72,4357977.0,51.12199999999999,,
55,2020-06-09,51.95,53.75,51.13,52.18,2472094.0,51.56099999999999,,
56,2020-06-10,52.34,54.45,51.84,53.9,4124688.0,52.039999999999985,,
57,2020-06-11,53.93,56.43,53.53,54.32,5648444.0,52.725999999999985,,
58,2020-06-12,52.81,56.09,52.25,56.0,4799253.0,53.33099999999998,,
59,2020-06-15,56.0,57.43,53.75,53.87,4851472.0,53.57799999999999,47.288,
60,2020-06-16,53.36,53.65,51.55,52.85,4795948.0,53.56099999999999,47.44116666666666,
61,2020-06-17,52.95,54.15,52.14,53.47,3503302.0,53.63099999999999,47.58933333333333,
62,2020-06-18,52.25,52.69,51.51,52.25,2491010.0,53.53099999999999,47.71466666666666,
63,2020-06-19,52.05,52.55,51.73,52.31,2147145.0,53.386999999999986,47.90516666666666,
64,2020-06-22,53.95,54.49,52.77,53.55,4193188.0,53.469999999999985,48.09616666666666,
65,2020-06-23,54.45,55.62,51.95,52.35,4991174.0,53.48699999999999,48.24166666666666,
66,2020-06-24,52.45,52.64,50.09,50.91,3930659.0,53.18799999999999,48.385833333333316,
67,2020-06-29,50.75,51.25,49.98,50.63,1813337.0,52.81899999999998,48.54033333333332,
68,2020-06-30,50.81,51.55,50.69,51.1,1860967.0,52.328999999999986,48.72783333333332,
69,2020-07-01,51.12,51.35,49.45,49.95,2475807.0,51.93699999999999,48.89266666666665,
70,2020-07-02,49.85,50.94,49.31,50.16,2322902.0,51.667999999999985,49.060499999999976,
71,2020-07-03,50.15,51.11,49.75,50.86,2361740.0,51.40699999999998,49.21449999999998,
72,2020-07-06,50.91,53.7,50.9,53.35,4053321.0,51.51699999999998,49.421333333333315,
73,2020-07-07,53.94,56.53,52.82,54.94,5670473.0,51.779999999999994,49.58249999999998,
74,2020-07-08,55.2,58.3,54.65,58.0,6573739.0,52.225,49.79233333333332,
75,2020-07-09,57.98,59.85,56.06,59.03,7524412.0,52.892999999999994,50.02366666666665,
76,2020-07-10,58.55,58.55,55.21,55.8,4943932.0,53.38199999999999,50.23133333333332,
77,2020-07-13,56.0,57.09,55.35,57.09,4057521.0,54.028,50.44599999999999,
78,2020-07-14,57.01,58.88,54.68,56.23,4383544.0,54.541,50.62249999999999,
79,2020-07-15,55.64,56.22,51.5,51.59,4996684.0,54.705,50.73299999999999,
80,2020-07-16,51.5,51.89,48.0,48.0,3365323.0,54.489,50.78049999999999,
81,2020-07-17,48.4,49.85,47.9,48.34,2042825.0,54.237,50.83299999999999,
82,2020-07-20,48.98,50.34,46.0,50.19,3254996.0,53.92099999999999,50.87633333333333,
83,2020-07-21,49.28,50.29,48.79,49.07,2100107.0,53.33399999999999,50.910999999999994,
84,2020-07-22,49.1,50.51,48.77,48.77,3510694.0,52.41099999999999,50.9315,
85,2020-07-23,48.38,50.68,47.2,50.05,4424495.0,51.51299999999999,50.95766666666667,
86,2020-07-24,49.01,49.48,46.08,46.08,3408475.0,50.54099999999999,50.94383333333334,
87,2020-07-27,45.61,45.61,43.39,44.12,2293951.0,49.243999999999986,50.907333333333334,
88,2020-07-28,44.3,45.88,44.2,44.93,1668017.0,48.113999999999976,50.92683333333333,
89,2020-07-29,45.46,47.48,44.7,47.4,2415644.0,47.69499999999997,51.015333333333324,
90,2020-07-30,50.11,52.28,49.31,49.89,5611512.0,47.88399999999997,51.112333333333325,
91,2020-07-31,49.58,50.0,48.2,48.58,3760880.0,47.90799999999997,51.113833333333325,
92,2020-08-03,49.51,55.96,48.7,55.95,9980168.0,48.48399999999997,51.246999999999986,
93,2020-08-04,56.0,57.69,52.88,53.65,6967923.0,48.94199999999998,51.30899999999999,
94,2020-08-05,54.32,55.55,52.3,54.5,4696346.0,49.514999999999986,51.39849999999999,
95,2020-08-06,54.39,55.37,53.0,54.05,4012461.0,49.91499999999998,51.491166666666665,
96,2020-08-07,53.1,53.6,51.4,52.24,3609588.0,50.53099999999998,51.561499999999995,
97,2020-08-10,51.92,54.55,51.15,52.38,3521964.0,51.356999999999985,51.59283333333333,
98,2020-08-11,52.11,52.78,49.5,49.9,2624081.0,51.853999999999985,51.586666666666666,
99,2020-08-12,49.29,49.9,46.77,47.7,3134716.0,51.88399999999999,51.5325,
100,2020-08-13,47.51,48.84,47.51,48.06,1847499.0,51.700999999999986,51.467333333333336,
101,2020-08-14,47.5,49.31,47.5,49.15,1991349.0,51.75799999999998,51.438833333333335,
102,2020-08-17,49.15,50.45,48.6,49.93,1786156.0,51.15599999999998,51.44833333333333,
103,2020-08-18,49.9,50.44,49.23,49.54,1221426.0,50.74499999999998,51.4415,
104,2020-08-19,50.0,50.31,48.2,48.49,1885198.0,50.143999999999984,51.48116666666666,
105,2020-08-20,47.74,48.19,47.11,47.25,1533259.0,49.463999999999984,51.47216666666666,
106,2020-08-21,46.75,48.85,45.11,48.48,3655125.0,49.08799999999998,51.46166666666666,
107,2020-08-24,48.01,49.55,47.3,49.15,2252157.0,48.76499999999997,51.48983333333332,
108,2020-08-25,49.99,50.56,48.75,48.83,1544673.0,48.65799999999998,51.47116666666666,
109,2020-08-26,49.55,49.88,46.01,46.9,1711023.0,48.57799999999998,51.39616666666666,
110,2020-08-27,46.11,47.38,45.57,46.3,1627623.0,48.40199999999998,51.284166666666664,
111,2020-08-28,46.0,47.07,45.6,46.26,1860638.0,48.112999999999985,51.175666666666665,
112,2020-08-31,46.3,47.7,46.17,46.93,1676323.0,47.81299999999998,51.07033333333333,
113,2020-09-01,47.05,47.8,46.53,47.5,1493483.0,47.60899999999999,50.966166666666666,
114,2020-09-02,47.5,48.29,47.23,47.8,1936443.0,47.539999999999985,50.88416666666667,
115,2020-09-03,47.58,48.88,47.1,47.53,1688450.0,47.567999999999984,50.80666666666668,
116,2020-09-04,46.66,48.29,46.66,47.73,1118148.0,47.49299999999998,50.70383333333334,
117,2020-09-07,47.74,48.53,47.2,47.42,2252903.0,47.31999999999998,50.58883333333334,
118,2020-09-08,48.2,48.2,46.2,46.2,1591930.0,47.05699999999999,50.42550000000001,
119,2020-09-09,46.0,46.0,44.22,44.34,1564797.0,46.80099999999999,50.26666666666667,
120,2020-09-10,44.63,44.99,42.75,42.82,2027617.0,46.45299999999999,50.09950000000001,
121,2020-09-11,41.96,42.83,40.31,42.59,1968048.0,46.08599999999999,49.918166666666686,
122,2020-09-14,42.83,45.15,42.83,44.96,1756942.0,45.88899999999999,49.79666666666669,
123,2020-09-15,44.95,45.24,43.98,44.43,797922.0,45.58199999999999,49.66533333333335,
124,2020-09-16,44.44,44.45,43.31,43.52,734953.0,45.15399999999998,49.49816666666668,
125,2020-09-17,43.39,44.91,43.19,44.49,1850970.0,44.84999999999999,49.36716666666668,
126,2020-09-18,44.9,45.49,44.45,44.87,1298263.0,44.563999999999986,49.266500000000015,
127,2020-09-21,45.0,45.88,44.53,45.16,1931209.0,44.33799999999998,49.17533333333334,
128,2020-09-22,44.89,45.24,44.2,44.46,885973.0,44.16399999999998,49.064666666666675,
129,2020-09-23,44.96,47.14,44.51,45.93,2464209.0,44.32299999999998,48.997666666666674,
130,2020-09-24,45.98,46.1,45.0,45.18,1470210.0,44.55899999999998,48.914666666666676,
131,2020-09-25,45.37,45.74,44.43,44.5,865131.0,44.74999999999998,48.808666666666674,
132,2020-09-28,44.92,44.92,43.5,43.73,688255.0,44.62699999999998,48.64833333333334,
133,2020-09-29,43.73,45.33,43.55,44.73,1265789.0,44.65699999999998,48.478166666666674,
134,2020-09-30,44.81,45.08,44.33,44.73,1570788.0,44.777999999999984,48.25700000000001,
135,2020-10-09,45.71,46.58,45.4,46.1,1504242.0,44.938999999999986,48.041500000000006,
136,2020-10-12,46.5,46.86,45.98,46.63,2267420.0,45.11499999999999,47.88866666666667,
137,2020-10-13,46.52,46.52,45.63,46.06,1638927.0,45.204999999999984,47.70483333333333,
138,2020-10-14,45.99,46.65,45.66,46.29,1216580.0,45.38799999999999,47.53916666666667,
139,2020-10-15,46.24,46.63,45.67,46.0,1231896.0,45.39499999999999,47.446,
140,2020-10-16,45.74,46.22,45.33,46.02,978566.0,45.478999999999985,47.413,
141,2020-10-19,46.0,46.42,45.72,45.88,884686.0,45.61699999999998,47.37199999999999,
142,2020-10-20,45.5,46.23,45.44,45.56,930377.0,45.79999999999998,47.29483333333333,
143,2020-10-21,45.4,45.91,44.04,44.99,1344969.0,45.82599999999998,47.22683333333332,
144,2020-10-22,45.18,45.18,44.2,44.65,640112.0,45.81799999999998,47.15816666666665,
145,2020-10-23,44.56,44.93,43.57,43.92,889763.0,45.59999999999998,47.05599999999999,
146,2020-10-26,43.7,44.5,43.0,44.26,711906.0,45.36299999999998,47.02566666666666,
147,2020-10-27,44.0,44.97,43.8,44.75,851475.0,45.23199999999998,47.03616666666666,
148,2020-10-28,45.15,46.97,45.07,45.38,1580239.0,45.14099999999998,47.04366666666667,
149,2020-10-29,44.85,45.59,44.52,45.18,925971.0,45.058999999999976,47.00666666666666,
150,2020-10-30,45.18,45.67,44.6,44.99,1176459.0,44.955999999999975,46.92499999999999,
151,2020-11-02,45.0,45.2,43.5,43.96,997060.0,44.763999999999974,46.84799999999999,
152,2020-11-03,44.12,45.5,44.02,45.45,1179734.0,44.75299999999997,46.672999999999995,
153,2020-11-04,45.87,45.9,45.04,45.39,946267.0,44.79299999999997,46.53533333333333,
154,2020-11-05,46.45,46.45,45.32,45.78,1041538.0,44.90599999999997,46.38999999999999,
155,2020-11-06,45.78,45.98,44.54,44.72,1263880.0,44.985999999999976,46.23449999999999,
156,2020-11-09,44.72,46.37,44.7,46.28,1776667.0,45.187999999999974,46.13516666666666,
157,2020-11-10,46.38,46.38,44.5,44.94,1933918.0,45.20699999999998,46.01116666666666,
158,2020-11-11,45.0,45.0,43.4,43.6,1388947.0,45.02899999999998,45.90616666666666,
159,2020-11-12,43.59,43.97,43.18,43.68,520687.0,44.87899999999998,45.83916666666666,
160,2020-11-13,44.13,44.18,43.1,43.97,676397.0,44.77699999999997,45.77099999999999,
161,2020-11-16,45.48,45.48,43.71,44.15,1514171.0,44.79599999999998,45.68766666666666,
162,2020-11-17,44.58,44.58,41.66,42.2,2057104.0,44.470999999999975,45.55883333333332,
163,2020-11-18,42.18,42.7,41.68,42.21,1008453.0,44.15299999999998,45.43666666666665,
164,2020-11-19,42.0,42.95,41.79,42.8,901538.0,43.854999999999976,45.34183333333333,
165,2020-11-20,42.61,42.79,41.69,42.2,934028.0,43.60299999999997,45.25766666666666,
166,2020-11-23,42.01,42.18,41.18,41.9,1319029.0,43.16499999999998,45.147999999999996,
167,2020-11-24,41.8,42.27,41.4,41.61,903790.0,42.83199999999998,45.02233333333333,
168,2020-11-25,41.61,41.88,41.38,41.43,628687.0,42.614999999999974,44.898999999999994,
169,2020-11-26,41.48,41.72,41.28,41.44,427909.0,42.39099999999998,44.80799999999999,
170,2020-11-27,41.1,41.69,41.1,41.58,564531.0,42.15199999999997,44.72933333333332,
171,2020-11-30,41.33,42.17,41.33,42.1,639062.0,41.94699999999998,44.65999999999998,
172,2020-12-01,41.75,42.45,41.75,42.32,666743.0,41.95899999999998,44.583166666666656,
173,2020-12-02,42.48,42.69,41.76,41.84,904090.0,41.92199999999998,44.488833333333325,
174,2020-12-03,41.86,41.86,41.15,41.42,973466.0,41.783999999999985,44.382499999999986,
175,2020-12-04,41.4,41.47,40.78,41.43,1029685.0,41.70699999999999,44.28083333333332,
176,2020-12-07,42.27,43.47,41.55,42.91,1898872.0,41.80799999999999,44.200499999999984,
177,2020-12-08,43.0,43.33,41.51,42.08,1301225.0,41.85499999999999,44.11149999999998,
178,2020-12-09,41.91,41.91,40.88,41.07,1399808.0,41.81899999999999,44.02599999999998,
179,2020-12-10,41.65,41.9,40.56,40.99,1408672.0,41.77399999999999,43.97016666666664,
180,2020-12-11,40.21,41.4,40.19,41.4,1837534.0,41.755999999999986,43.94649999999998,
181,2020-12-14,40.91,41.47,39.89,41.17,1144815.0,41.66299999999999,43.92283333333331,
182,2020-12-15,40.97,41.11,40.08,40.55,1086741.0,41.48599999999999,43.84933333333331,
183,2020-12-16,40.35,40.68,38.91,39.12,1239677.0,41.213999999999984,43.76083333333331,
184,2020-12-17,38.97,39.75,38.66,39.71,927809.0,41.042999999999985,43.69733333333331,
185,2020-12-18,39.56,39.88,38.79,39.73,1387284.0,40.87299999999998,43.61799999999998,
186,2020-12-21,39.23,40.67,39.1,40.18,1238950.0,40.59999999999999,43.53983333333331,
187,2020-12-22,40.0,40.27,39.52,39.9,685298.0,40.38199999999999,43.452166666666656,
188,2020-12-23,39.26,40.3,38.95,40.3,1033034.0,40.30499999999999,43.38283333333332,
189,2020-12-24,40.05,42.06,39.59,41.18,2510089.0,40.32399999999999,43.30366666666666,
190,2020-12-25,41.19,41.2,39.95,41.09,1335375.0,40.29299999999999,43.235499999999995,
191,2020-12-28,41.04,41.04,39.94,40.2,1130076.0,40.19599999999999,43.16383333333332,
192,2020-12-29,39.5,40.74,39.5,40.14,733171.0,40.15499999999999,43.10399999999999,
193,2020-12-30,39.82,41.2,39.6,40.71,1178234.0,40.313999999999986,43.03699999999999,
194,2020-12-31,40.9,42.28,40.6,42.25,2047245.0,40.56799999999999,42.99566666666666,
195,2021-01-04,42.29,45.98,41.89,44.9,3997936.0,41.08499999999999,42.97566666666666,
196,2021-01-05,44.58,48.36,44.28,46.21,5212880.0,41.68799999999998,42.96866666666666,
197,2021-01-06,45.8,47.06,45.52,46.26,2740799.0,42.323999999999984,42.971999999999994,
198,2021-01-07,45.72,46.2,43.38,44.1,2330256.0,42.703999999999986,42.9355,
199,2021-01-08,43.93,44.67,42.15,42.65,2153586.0,42.850999999999985,42.879666666666665,
