631,顺发恒业,"['2020-12-24', '2020-12-25']"
632,三木集团,"['2020-08-05', '2020-08-06']"
633,合金投资,"['2020-08-07', '2020-08-10']"
635,英 力 特,"['2020-08-03', '2020-08-04', '2020-11-19', '2020-11-20']"
636,风华高科,"['2020-12-11', '2020-12-14']"
637,茂化实华,"['2020-08-07', '2020-08-10']"
638,万方发展,[]
639,西王食品,"['2020-08-11', '2020-08-12']"
650,仁和药业,"['2020-08-03', '2020-08-04']"
651,格力电器,"['2020-11-17', '2020-11-18']"
652,泰达股份,[]
655,金岭矿业,"['2020-12-15', '2020-12-16']"
656,金科股份,"['2020-07-29', '2020-07-30']"
657,中钨高新,[]
659,珠海中富,"['2020-12-17', '2020-12-18']"
661,长春高新,[]
665,湖北广电,[]
666,经纬纺机,[]
667,美好置业,"['2020-08-03', '2020-08-04']"
668,荣丰控股,[]
671,阳 光 城,"['2020-07-31', '2020-08-03']"
672,上峰水泥,"['2020-08-03', '2020-08-04']"
676,智度股份,[]
677,恒天海龙,[]
678,襄阳轴承,[]
680,山推股份,"['2020-08-06', '2020-08-07']"
681,视觉中国,[]
682,东方电子,"['2020-08-03', '2020-08-04']"
683,远兴能源,[]
685,中山公用,[]
686,东北证券,[]
688,国城矿业,[]
690,宝新能源,"['2020-08-03', '2020-08-04']"
691,亚太实业,[]
692,惠天热电,"['2020-08-03', '2020-08-04']"
695,滨海能源,[]
697,炼石航空,"['2020-09-01', '2020-09-02', '2020-09-03', '2020-09-04']"
698,沈阳化工,[]
700,模塑科技,[]
701,厦门信达,[]
702,正虹科技,"['2020-08-04', '2020-08-05']"
703,恒逸石化,"['2020-11-16', '2020-11-17']"
705,浙江震元,"['2020-07-17', '2020-07-20']"
707,ST双环,[]
708,中信特钢,"['2020-12-11', '2020-12-14']"
709,河钢股份,"['2020-07-27', '2020-07-28']"
710,贝瑞基因,[]
711,京蓝科技,['2020-08-12']
712,锦龙股份,"['2020-07-30', '2020-07-31']"
713,丰乐种业,"['2020-08-11', '2020-08-12']"
715,中兴商业,[]
716,黑芝麻,"['2020-08-10', '2020-08-11']"
717,韶钢松山,['2020-12-08']
718,苏宁环球,[]
719,中原传媒,[]
720,新能泰山,[]
721,西安饮食,[]
722,湖南发展,[]
723,美锦能源,[]
725,京东方Ａ,[]
726,鲁  泰Ａ,[]
728,国元证券,[]
729,燕京啤酒,[]
731,四川美丰,[]
732,泰禾集团,"['2020-07-23', '2020-07-24']"
733,振华科技,[]
735,罗 牛 山,[]
736,中交地产,[]
737,ST南风,"['2020-08-03', '2020-08-04']"
738,航发控制,[]
739,普洛药业,[]
750,国海证券,"['2020-07-29', '2020-07-30']"
751,锌业股份,"['2020-08-03', '2020-08-04', '2020-12-14', '2020-12-15']"
753,漳州发展,[]
755,山西路桥,"['2020-08-06', '2020-08-07']"
756,新华制药,"['2020-08-06', '2020-08-07']"
757,浩物股份,"['2020-08-03', '2020-08-04']"
758,中色股份,[]
759,中百集团,"['2020-08-06', '2020-08-07']"
761,本钢板材,"['2020-08-06', '2020-08-07']"
762,西藏矿业,"['2020-12-18', '2020-12-21', '2020-12-22', '2020-12-23']"
766,通化金马,"['2020-08-31', '2020-09-01']"
767,晋控电力,"['2020-08-03', '2020-08-04']"
768,中航西飞,"['2020-07-27', '2020-07-28', '2020-12-02', '2020-12-03']"
776,广发证券,"['2020-07-22', '2020-07-23']"
777,中核科技,[]
778,新兴铸管,"['2020-07-27', '2020-07-28']"
779,甘咨询,[]
782,美达股份,"['2020-08-10', '2020-08-11']"
783,长江证券,[]
785,居然之家,[]
786,北新建材,"['2020-08-07', '2020-08-10']"
788,北大医药,[]
789,万年青,[]
790,华神科技,"['2020-08-06', '2020-08-07']"
791,甘肃电投,"['2020-08-03', '2020-08-04']"
793,华闻集团,[]
795,英洛华,[]
796,凯撒旅业,"['2020-08-04', '2020-08-05', '2020-08-06', '2020-08-07']"
797,中国武夷,[]
798,中水渔业,"['2020-08-04', '2020-08-05']"
799,酒鬼酒,"['2021-01-04', '2021-01-05']"
800,一汽解放,['2020-07-17']
801,四川九洲,[]
802,北京文化,"['2020-08-05', '2020-08-06']"
807,云铝股份,"['2020-12-04', '2020-12-07']"
809,铁岭新城,[]
810,创维数字,"['2020-07-24', '2020-07-27']"
811,冰轮环境,"['2020-07-27', '2020-07-28', '2020-12-15', '2020-12-16']"
812,陕西金叶,"['2020-08-04', '2020-08-05']"
813,德展健康,[]
815,美利云,[]
816,智慧农业,"['2020-07-30', '2020-07-31', '2020-11-18', '2020-11-19']"
818,航锦科技,[]
819,岳阳兴长,"['2020-07-27', '2020-07-28']"
821,京山轻机,"['2020-08-10', '2020-08-11', '2020-12-08', '2020-12-09']"
822,山东海化,"['2020-08-06', '2020-08-07']"
823,超声电子,[]
825,太钢不锈,[]
826,启迪环境,"['2020-08-07', '2020-08-10']"
828,东莞控股,[]
829,天音控股,[]
830,鲁西化工,"['2020-12-14', '2020-12-15', '2020-12-16', '2020-12-17']"
831,五矿稀土,[]
833,粤桂股份,"['2020-08-07', '2020-08-10']"
836,富通鑫茂,[]
838,财信发展,"['2020-07-24', '2020-07-27']"
839,中信国安,[]
848,承德露露,[]
850,华茂股份,"['2020-12-16', '2020-12-17']"
851,高鸿股份,[]
852,石化机械,"['2020-08-06', '2020-08-07']"
856,冀东装备,[]
858,五 粮 液,[]
859,国风塑业,[]
860,顺鑫农业,"['2020-08-03', '2020-08-04', '2020-12-30', '2020-12-31']"
861,海印股份,[]
862,银星能源,"['2020-12-22', '2020-12-23']"
863,三湘印象,"['2020-07-24', '2020-07-27', '2020-11-23', '2020-11-24']"
868,ST安凯,"['2020-11-25', '2020-11-26']"
869,张  裕Ａ,[]
875,吉电股份,"['2020-07-30', '2020-07-31']"
876,新 希 望,"['2020-08-05', '2020-08-06']"
877,天山股份,[]
878,云南铜业,"['2020-07-29', '2020-07-30', '2020-07-31', '2020-08-03', '2020-12-14', '2020-12-15']"
880,潍柴重机,[]
881,中广核技,[]
882,华联股份,[]
883,湖北能源,"['2020-08-03', '2020-08-04', '2020-11-17', '2020-11-18']"
885,城发环境,"['2020-12-07', '2020-12-08']"
886,海南高速,[]
887,中鼎股份,"['2020-12-04', '2020-12-07']"
888,峨眉山Ａ,[]
889,中嘉博创,[]
892,欢瑞世纪,[]
893,亚钾国际,[]
895,双汇发展,[]
897,津滨发展,"['2020-08-05', '2020-08-06']"
898,鞍钢股份,"['2020-08-03', '2020-08-04', '2020-12-03', '2020-12-04']"
899,赣能股份,[]
900,现代投资,"['2020-07-31', '2020-08-03', '2020-12-10', '2020-12-11']"
901,航天科技,"['2020-09-03', '2020-09-04', '2020-09-07', '2020-09-08']"
902,新洋丰,"['2020-09-08', '2020-09-09', '2020-09-10', '2020-09-11']"
903,云内动力,"['2020-08-05', '2020-08-06']"
905,厦门港务,[]
906,浙商中拓,"['2020-11-24', '2020-11-25']"
908,景峰医药,"['2020-08-04', '2020-08-05']"
909,数源科技,[]
910,大亚圣象,[]
911,南宁糖业,"['2020-08-31', '2020-09-01']"
912,泸天化,"['2020-08-07', '2020-08-10']"
913,钱江摩托,[]
915,山大华特,[]
917,电广传媒,"['2020-08-03', '2020-08-04']"
918,嘉凯城,"['2020-07-23', '2020-07-24']"
919,金陵药业,"['2020-08-05', '2020-08-06']"
920,南方汇通,[]
921,海信家电,"['2020-07-17', '2020-07-20', '2020-09-07', '2020-09-08', '2020-12-02', '2020-12-03']"
922,佳电股份,"['2020-08-03', '2020-08-04', '2020-11-16', '2020-11-17']"
923,河钢资源,"['2020-12-07', '2020-12-08']"
925,众合科技,"['2020-08-06', '2020-08-07']"
926,福星股份,"['2020-07-29', '2020-07-30']"
927,中国铁物,"['2020-12-18', '2020-12-21']"
928,中钢国际,"['2020-08-04', '2020-08-05']"
929,兰州黄河,[]
930,中粮科技,[]
931,中 关 村,[]
932,华菱钢铁,[]
933,神火股份,[]
935,四川双马,"['2020-08-06', '2020-08-07']"
936,华西股份,['2020-07-17']
937,冀中能源,"['2020-07-24', '2020-07-27']"
938,紫光股份,[]
948,南天信息,[]
949,新乡化纤,[]
950,重药控股,"['2020-07-28', '2020-07-29']"
951,中国重汽,[]
952,广济药业,"['2020-08-06', '2020-08-07']"
955,欣龙控股,[]
957,中通客车,"['2020-08-07', '2020-08-10', '2020-12-14']"
958,东方能源,"['2020-07-30', '2020-07-31']"
959,首钢股份,[]
960,锡业股份,[]
961,中南建设,[]
962,东方钽业,[]
963,华东医药,"['2020-11-24', '2020-11-25']"
965,天保基建,[]
966,长源电力,"['2020-08-06', '2020-08-07']"
967,盈峰环境,"['2020-12-11', '2020-12-14']"
968,蓝焰控股,"['2020-08-04', '2020-08-05']"
969,安泰科技,[]
970,中科三环,[]
972,ST中基,[]
973,佛塑科技,[]
975,银泰黄金,[]
976,华铁股份,[]
977,浪潮信息,[]
978,桂林旅游,"['2020-08-05', '2020-08-06']"
983,山西焦煤,"['2020-07-20', '2020-07-21']"
985,大庆华科,[]
987,越秀金控,[]
988,华工科技,[]
989,九 芝 堂,[]
990,诚志股份,"['2020-07-24', '2020-07-27']"
993,闽东电力,"['2020-08-06', '2020-08-07']"
995,皇台酒业,"['2018-12-10', '2018-12-11']"
996,中国中期,[]
997,新 大 陆,[]
998,隆平高科,[]
999,华润三九,"['2020-07-28', '2020-07-29']"
1696,宗申动力,[]
1872,招商港口,"['2020-07-24', '2020-07-27']"
1896,豫能控股,"['2020-07-24', '2020-07-27']"
1914,招商积余,[]
1965,招商公路,"['2020-08-03', '2020-08-04', '2020-12-08', '2020-12-09']"
1979,招商蛇口,"['2020-07-29', '2020-07-30']"
2001,新 和 成,"['2020-07-17', '2020-12-15', '2020-12-16']"
2002,鸿达兴业,[]
2003,伟星股份,[]
2004,华邦健康,"['2020-12-16', '2020-12-17']"
2005,ST德豪,[]
2006,精功科技,[]
2007,华兰生物,[]
2008,大族激光,"['2020-11-27', '2020-11-30']"
2009,天奇股份,[]
2010,传化智联,[]
2011,盾安环境,"['2020-08-28', '2020-08-31']"
2012,凯恩股份,"['2020-08-11', '2020-08-12']"
2013,中航机电,"['2020-10-12', '2020-10-13', '2020-10-14', '2020-10-15']"
2014,永新股份,"['2020-09-09', '2020-09-10', '2020-09-11', '2020-09-14']"
2015,协鑫能科,[]
2016,世荣兆业,[]
2017,东信和平,[]
2019,亿帆医药,[]
2020,京新药业,[]
2021,ST中捷,"['2020-08-10', '2020-08-11']"
2022,科华生物,[]
2023,海特高新,"['2020-07-28', '2020-07-29']"
2024,苏宁易购,[]
2025,航天电器,"['2020-12-21', '2020-12-22']"
2026,山东威达,"['2020-11-18', '2020-11-19', '2020-11-20', '2020-11-23']"
2027,分众传媒,[]
2028,思源电气,"['2020-07-28', '2020-07-29']"
2029,七 匹 狼,[]
2030,达安基因,[]
2031,巨轮智能,"['2020-08-05', '2020-08-06']"
2032,苏 泊 尔,"['2020-07-22', '2020-07-23']"
2033,丽江股份,"['2020-07-24', '2020-07-27']"
2034,旺能环境,[]
2035,华帝股份,[]
2036,联创电子,[]
2037,保利联合,[]
2038,双鹭药业,"['2020-07-20', '2020-07-21']"
2039,黔源电力,"['2020-11-18', '2020-11-19']"
2040,南 京 港,[]
2041,登海种业,"['2020-08-03', '2020-08-04']"
2042,华孚时尚,"['2020-11-02', '2020-11-03']"
2043,兔 宝 宝,[]
2044,美年健康,"['2020-07-22', '2020-07-23']"
2045,国光电器,[]
2046,国机精工,[]
2047,宝鹰股份,[]
2048,宁波华翔,[]
2049,紫光国微,[]
2050,三花智控,[]
2051,中工国际,"['2020-08-05', '2020-08-06']"
2053,云南能投,[]
2054,德美化工,"['2020-08-03', '2020-08-04', '2020-12-15', '2020-12-16']"
2055,得润电子,[]
2056,横店东磁,"['2020-10-16', '2020-10-19']"
2057,中钢天源,[]
2058,威 尔 泰,[]
2059,云南旅游,"['2020-08-03', '2020-08-04']"
2060,粤 水 电,"['2020-08-04', '2020-08-05']"
2061,浙江交科,"['2020-08-06', '2020-08-07']"
2062,宏润建设,[]
2063,远光软件,[]
2064,华峰化学,[]
2065,东华软件,[]
2066,瑞泰科技,[]
2067,景兴纸业,[]
2068,黑猫股份,[]
2069,獐子岛,[]
2072,ST凯瑞,[]
2073,软控股份,"['2020-07-31', '2020-08-03']"
2074,国轩高科,"['2020-11-18', '2020-11-19']"
2075,沙钢股份,[]
2078,太阳纸业,"['2020-09-01', '2020-09-02', '2020-09-03', '2020-09-04', '2020-12-07', '2020-12-08']"
2079,苏州固锝,[]
2080,中材科技,[]
2081,金 螳 螂,[]
2082,万邦德,"['2020-08-27', '2020-08-28', '2020-08-31', '2020-09-01']"
2083,孚日股份,[]
2084,海鸥住工,[]
2085,万丰奥威,"['2020-08-04', '2020-08-05', '2020-11-24', '2020-11-25']"
2087,新野纺织,[]
2088,鲁阳节能,"['2020-08-03', '2020-08-04', '2020-11-19', '2020-11-20', '2020-11-23', '2020-11-24']"
2089,ST新海,"['2020-08-07', '2020-08-10']"
2090,金智科技,[]
2091,江苏国泰,"['2020-11-25', '2020-11-26']"
2092,中泰化学,"['2020-08-04', '2020-08-05', '2020-12-09', '2020-12-10']"
2093,国脉科技,[]
2094,青岛金王,[]
2095,生 意 宝,[]
2096,南岭民爆,[]
2097,山河智能,"['2020-08-06', '2020-08-07']"
2098,浔兴股份,[]
2099,海翔药业,"['2020-12-03', '2020-12-04']"
2100,天康生物,[]
2101,广东鸿图,"['2020-11-17', '2020-11-18']"
2102,ST冠福,[]
2103,广博股份,[]
2104,恒宝股份,[]
2105,信隆健康,[]
2106,莱宝高科,[]
2107,沃华医药,[]
2108,沧州明珠,[]
2109,兴化股份,"['2020-08-05', '2020-08-06', '2020-11-20', '2020-11-23']"
2110,三钢闽光,[]
2111,威海广泰,"['2020-07-29', '2020-07-30', '2020-11-30', '2020-12-01']"
2112,三变科技,[]
2114,罗平锌电,"['2020-07-24', '2020-07-27', '2020-12-17', '2020-12-18']"
2115,三维通信,[]
2116,中国海诚,"['2020-08-03', '2020-08-04']"
2117,东港股份,"['2020-07-24', '2020-07-27']"
2118,紫鑫药业,[]
2119,康强电子,[]
2120,韵达股份,[]
2123,梦网集团,[]
2124,天邦股份,"['2020-07-29', '2020-07-30']"
2125,湘潭电化,[]
2126,银轮股份,"['2020-07-22', '2020-07-23', '2020-07-24', '2020-07-27']"
2127,南极电商,[]
2128,露天煤业,[]
2129,中环股份,[]
2130,沃尔核材,"['2020-08-03', '2020-08-04']"
2131,利欧股份,[]
2132,恒星科技,[]
2133,广宇集团,[]
2134,天津普林,[]
2135,东南网架,"['2020-08-28', '2020-08-31']"
2136,安 纳 达,[]
2137,麦达数字,[]
2138,顺络电子,"['2020-11-19', '2020-11-20']"
2139,拓邦股份,"['2020-07-24', '2020-07-27']"
2140,东华科技,[]
2141,贤丰控股,[]
2142,宁波银行,[]
2144,宏达高科,"['2020-10-12', '2020-10-13', '2020-10-14', '2020-10-15']"
2145,中核钛白,[]
2146,荣盛发展,[]
2148,北纬科技,[]
2149,西部材料,[]
2150,通润装备,[]
2151,北斗星通,[]
2152,广电运通,[]
2153,石基信息,['2020-10-27']
2154,报 喜 鸟,"['2020-11-13', '2020-11-16']"
2155,湖南黄金,[]
2156,通富微电,"['2020-11-24', '2020-11-25']"
2157,正邦科技,"['2020-08-03', '2020-08-04']"
2158,汉钟精机,"['2020-07-28', '2020-07-29', '2020-11-26', '2020-11-27']"
2159,三特索道,"['2020-08-04', '2020-08-05', '2020-12-11', '2020-12-14']"
2160,常铝股份,[]
2161,远 望 谷,[]
2162,悦心健康,"['2020-08-07', '2020-08-10', '2021-01-04', '2021-01-05']"
2163,海南发展,"['2020-08-27', '2020-08-28', '2020-08-31', '2020-09-01', '2020-12-08', '2020-12-09']"
2164,宁波东力,"['2020-08-06', '2020-08-07']"
2165,红 宝 丽,"['2020-08-10', '2020-08-11']"
2166,莱茵生物,"['2020-07-27', '2020-07-28']"
2167,东方锆业,['2020-08-11']
2168,惠程科技,"['2020-07-10', '2020-07-13']"
2169,智光电气,[]
2170,芭田股份,"['2020-08-11', '2020-08-12']"
2171,楚江新材,[]
2172,澳洋健康,"['2020-12-15', '2020-12-16']"
2173,创新医疗,['2020-07-28']
2174,游族网络,[]
2175,ST东网,[]
2177,御银股份,"['2020-08-06', '2020-08-07']"
2178,延华智能,[]
2179,中航光电,[]
2180,纳思达,"['2020-07-10', '2020-07-13']"
2181,粤 传 媒,[]
2182,云海金属,"['2020-12-11', '2020-12-14']"
2183,怡 亚 通,[]
2184,海得控制,[]
2185,华天科技,[]
2186,全 聚 德,"['2020-07-30', '2020-07-31', '2020-08-03', '2020-08-04']"
2187,广百股份,"['2020-08-11', '2020-08-12', '2020-08-13', '2020-08-14']"
2188,ST巴士,[]
2189,中光学,[]
2190,成飞集成,['2021-01-05']
2191,劲嘉股份,[]
2193,如意集团,[]
2194,武汉凡谷,[]
2195,二三四五,"['2020-08-06', '2020-08-07']"
2196,方正电机,[]
2197,证通电子,"['2020-08-19', '2020-08-20', '2020-08-21']"
2198,嘉应制药,[]
2199,东晶电子,[]
2200,ST云投,[]
2201,九鼎新材,[]
2202,金风科技,"['2020-08-13', '2020-08-14', '2020-08-17', '2020-08-18']"
2203,海亮股份,[]
2204,大连重工,[]
2205,国统股份,[]
2206,海 利 得,"['2020-08-03', '2020-08-04', '2020-12-11', '2020-12-14']"
2207,准油股份,"['2020-07-17', '2020-10-23']"
2208,合肥城建,"['2020-08-27', '2020-08-28', '2020-08-31', '2020-09-01']"
2209,达 意 隆,"['2020-11-19', '2020-11-20']"
2211,宏达新材,[]
2212,天融信,[]
2213,大为股份,[]
2214,大立科技,['2021-01-05']
2215,诺 普 信,"['2020-08-06', '2020-08-07']"
2216,三全食品,[]
2217,合力泰,[]
2218,拓日新能,"['2020-07-29', '2020-07-30']"
2221,东华能源,[]
2222,福晶科技,[]
2223,鱼跃医疗,[]
2224,三 力 士,[]
2225,濮耐股份,['2020-08-04']
2226,江南化工,"['2020-12-16', '2020-12-17']"
2227,奥 特 迅,"['2020-11-30', '2020-12-01']"
2228,合兴包装,[]
2229,鸿博股份,[]
2230,科大讯飞,"['2020-07-17', '2020-07-20', '2020-11-30', '2020-12-01']"
2231,奥维通信,"['2020-08-04', '2020-08-05']"
2232,启明信息,"['2020-08-19', '2020-08-20', '2020-08-21', '2020-08-24']"
2233,塔牌集团,"['2020-08-07', '2020-08-10']"
2234,民和股份,[]
2235,安妮股份,[]
2236,大华股份,[]
2237,恒邦股份,"['2020-08-06', '2020-08-07']"
2238,天威视讯,[]
2239,奥特佳,"['2020-07-28', '2020-07-29']"
2240,盛新锂能,"['2020-08-04', '2020-08-05', '2020-08-06', '2020-08-07', '2020-12-02', '2020-12-03']"
2241,歌尔股份,[]
2242,九阳股份,[]
2243,通产丽星,"['2020-07-22', '2020-07-23']"
2244,滨江集团,[]
2245,蔚蓝锂芯,"['2020-08-06', '2020-08-07']"
2246,北化股份,['2020-08-10']
2248,华东数控,[]
2249,大洋电机,[]
2250,联化科技,[]
2251,步 步 高,"['2020-07-21', '2020-07-22', '2020-07-23', '2020-07-24']"
2252,上海莱士,[]
2253,川大智胜,[]
2254,泰和新材,[]
2258,利尔化学,[]
2261,拓维信息,[]
2262,恩华药业,['2020-12-16']
2263,大东南,"['2020-08-04', '2020-08-05']"
2264,新 华 都,[]
2265,西仪股份,"['2020-08-06', '2020-08-07']"
2266,浙富控股,[]
2267,陕天然气,[]
2268,卫 士 通,[]
2269,美邦服饰,['2020-08-11']
2270,华明装备,[]
2271,东方雨虹,[]
2272,川润股份,"['2020-08-06', '2020-08-07', '2020-11-19', '2020-11-20']"
2273,水晶光电,[]
2274,华昌化工,[]
2275,桂林三金,"['2020-12-30', '2020-12-31']"
2276,万马股份,[]
2277,友阿股份,[]
2278,神开股份,"['2020-07-31', '2020-08-03']"
2279,久其软件,[]
2281,光迅科技,"['2020-07-21', '2020-07-22']"
2282,博深股份,[]
2283,天润工业,[]
2284,亚太股份,[]
2285,世联行,"['2020-07-28', '2020-08-05']"
